PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Cabin,Embarked,Title,Fare_interval
558,0,1,0,,0,0,,1,0.0,9
559,1,1,1,39.0,1,1,E67,2,3.0,9
560,1,3,1,36.0,1,0,,2,3.0,5
561,0,3,0,,0,0,,3,0.0,1
562,0,3,0,40.0,0,0,,2,0.0,2
563,0,2,0,28.0,0,0,,2,0.0,4
564,0,3,0,,0,0,,2,0.0,2
565,0,3,1,,0,0,,2,2.0,2
566,0,3,0,24.0,2,0,,2,0.0,6
567,0,3,0,19.0,0,0,,2,0.0,2
568,0,3,1,29.0,0,4,,2,3.0,5
569,0,3,0,,0,0,,1,0.0,0
570,1,3,0,32.0,0,0,,2,0.0,1
571,1,2,0,62.0,0,0,,2,0.0,3
572,1,1,1,53.0,2,0,C101,2,3.0,8
573,1,1,0,36.0,0,0,E25,2,0.0,6
574,1,3,1,,0,0,,3,2.0,1
575,0,3,0,16.0,0,0,,2,0.0,2
576,0,3,0,19.0,0,0,,2,0.0,5
577,1,2,1,34.0,0,0,,2,2.0,4
578,1,1,1,39.0,1,0,E44,2,3.0,8
579,0,3,1,,1,0,,1,3.0,5
580,1,3,0,32.0,0,0,,2,0.0,2
581,1,2,1,25.0,1,1,,2,2.0,7
582,1,1,1,39.0,1,1,C68,1,3.0,9
583,0,2,0,54.0,0,0,,2,0.0,6
584,0,1,0,36.0,0,0,A10,1,0.0,8
585,0,3,0,,0,0,,1,0.0,3
586,1,1,1,18.0,0,2,E68,2,2.0,9
587,0,2,0,47.0,0,0,,2,0.0,5
588,1,1,0,60.0,1,1,B41,1,0.0,9
589,0,3,0,22.0,0,0,,2,0.0,2
590,0,3,0,,0,0,,2,0.0,2
591,0,3,0,35.0,0,0,,2,0.0,0
592,1,1,1,52.0,1,0,D20,1,3.0,9
593,0,3,0,47.0,0,0,,2,0.0,0
594,0,3,1,,0,2,,3,2.0,1
595,0,2,0,37.0,1,0,,2,0.0,6
596,0,3,0,36.0,1,1,,2,0.0,6
597,1,2,1,,0,0,,2,2.0,7
598,0,3,0,49.0,0,0,,2,0.0,0
599,0,3,0,,0,0,,1,0.0,0
600,1,1,0,49.0,1,0,A20,1,1.0,8
601,1,2,1,24.0,2,1,,2,3.0,6
602,0,3,0,,0,0,,2,0.0,2
603,0,1,0,,0,0,,2,0.0,8
604,0,3,0,44.0,0,0,,2,0.0,2
605,1,1,0,35.0,0,0,,1,0.0,6
606,0,3,0,36.0,1,0,,2,0.0,5
607,0,3,0,30.0,0,0,,2,0.0,2
608,1,1,0,27.0,0,0,,2,0.0,7
609,1,2,1,22.0,1,2,,1,3.0,8
610,1,1,1,40.0,0,0,C125,2,2.0,9
611,0,3,1,39.0,1,5,,2,3.0,7
612,0,3,0,,0,0,,2,0.0,0
613,1,3,1,,1,0,,3,2.0,5
614,0,3,0,,0,0,,3,0.0,1
615,0,3,0,35.0,0,0,,2,0.0,2
616,1,2,1,24.0,1,2,,2,2.0,8
617,0,3,0,34.0,1,1,,2,0.0,4
618,0,3,1,26.0,1,0,,2,3.0,5
619,1,2,1,4.0,2,1,F4,2,2.0,7
620,0,2,0,26.0,0,0,,2,0.0,3
621,0,3,0,27.0,1,0,,1,0.0,4
622,1,1,0,42.0,1,0,D19,2,0.0,8
623,1,3,0,20.0,1,1,,1,0.0,5
624,0,3,0,21.0,0,0,,2,0.0,1
625,0,3,0,21.0,0,0,,2,0.0,5
626,0,1,0,61.0,0,0,D50,2,0.0,7
627,0,2,0,57.0,0,0,,3,4.0,4
628,1,1,1,21.0,0,0,D9,2,2.0,8
629,0,3,0,26.0,0,0,,2,0.0,2
630,0,3,0,,0,0,,3,0.0,1
631,1,1,0,80.0,0,0,A23,2,0.0,7
632,0,3,0,51.0,0,0,,2,0.0,0
633,1,1,0,32.0,0,0,B50,1,1.0,7
634,0,1,0,,0,0,,2,0.0,0
635,0,3,1,9.0,3,2,,2,2.0,7
636,1,2,1,28.0,0,0,,2,2.0,4
637,0,3,0,32.0,0,0,,2,0.0,2
638,0,2,0,31.0,1,1,,2,0.0,6
639,0,3,1,41.0,0,5,,2,3.0,7
640,0,3,0,,1,0,,2,0.0,5
641,0,3,0,20.0,0,0,,2,0.0,1
642,1,1,1,24.0,0,0,B35,1,4.0,8
643,0,3,1,2.0,3,2,,2,2.0,7
644,1,3,0,,0,0,,2,0.0,8
645,1,3,1,0.75,2,1,,1,2.0,5
646,1,1,0,48.0,1,0,D33,1,0.0,8
647,0,3,0,19.0,0,0,,2,0.0,2
648,1,1,0,56.0,0,0,A26,1,4.0,7
649,0,3,0,,0,0,,2,0.0,0
650,1,3,1,23.0,0,0,,2,2.0,0
651,0,3,0,,0,0,,2,0.0,2
652,1,2,1,18.0,0,1,,2,2.0,6
653,0,3,0,21.0,0,0,,2,0.0,3
654,1,3,1,,0,0,,3,2.0,1
655,0,3,1,18.0,0,0,,3,2.0,0
656,0,2,0,24.0,2,0,,2,0.0,8
657,0,3,0,,0,0,,2,0.0,2
658,0,3,1,32.0,1,1,,3,3.0,5
659,0,2,0,23.0,0,0,,2,0.0,4
660,0,1,0,58.0,0,2,D48,1,0.0,9
661,1,1,0,50.0,2,0,,2,1.0,9
662,0,3,0,40.0,0,0,,1,0.0,0
663,0,1,0,47.0,0,0,E58,2,0.0,6
664,0,3,0,36.0,0,0,,2,0.0,0
665,1,3,0,20.0,1,0,,2,0.0,2
666,0,2,0,32.0,2,0,,2,0.0,8
667,0,2,0,25.0,0,0,,2,0.0,4
668,0,3,0,,0,0,,2,0.0,1
669,0,3,0,43.0,0,0,,2,0.0,2
670,1,1,1,,1,0,C126,2,3.0,8
671,1,2,1,40.0,1,1,,2,3.0,7
672,0,1,0,31.0,1,0,B71,2,0.0,8
673,0,2,0,70.0,0,0,,2,0.0,3
674,1,2,0,31.0,0,0,,2,0.0,4
675,0,2,0,,0,0,,2,0.0,0
676,0,3,0,18.0,0,0,,2,0.0,1
677,0,3,0,24.5,0,0,,2,0.0,2
678,1,3,1,18.0,0,0,,2,2.0,3
679,0,3,1,43.0,1,6,,2,3.0,8
680,1,1,0,36.0,0,1,B51 B53 B55,1,0.0,9
681,0,3,1,,0,0,,3,2.0,3
682,1,1,0,27.0,0,0,D49,1,0.0,8
683,0,3,0,20.0,0,0,,2,0.0,3
684,0,3,0,14.0,5,2,,2,0.0,8
685,0,2,0,60.0,1,1,,2,0.0,7
686,0,2,0,25.0,1,2,,1,0.0,8
687,0,3,0,14.0,4,1,,2,0.0,7
688,0,3,0,19.0,0,0,,2,0.0,3
689,0,3,0,18.0,0,0,,2,0.0,1
690,1,1,1,15.0,0,1,B5,2,2.0,9
691,1,1,0,31.0,1,0,B20,2,0.0,8
692,1,3,1,4.0,0,1,,1,2.0,4
693,1,3,0,,0,0,,2,0.0,8
694,0,3,0,25.0,0,0,,1,0.0,0
695,0,1,0,60.0,0,0,,2,4.0,6
696,0,2,0,52.0,0,0,,2,0.0,4
697,0,3,0,44.0,0,0,,2,0.0,2
698,1,3,1,,0,0,,3,2.0,1
699,0,1,0,49.0,1,1,C68,1,0.0,9
700,0,3,0,42.0,0,0,F G63,2,0.0,1
701,1,1,1,18.0,1,0,C62 C64,1,3.0,9
702,1,1,0,35.0,0,0,E24,2,0.0,6
703,0,3,1,18.0,0,1,,1,2.0,4
704,0,3,0,25.0,0,0,,3,0.0,1
705,0,3,0,26.0,1,0,,2,0.0,1
706,0,2,0,39.0,0,0,,2,0.0,6
707,1,2,1,45.0,0,0,,2,3.0,4
708,1,1,0,42.0,0,0,E24,2,0.0,6
709,1,1,1,22.0,0,0,,2,2.0,9
710,1,3,0,,1,1,,1,1.0,5
711,1,1,1,24.0,0,0,C90,1,4.0,8
712,0,1,0,,0,0,C124,2,0.0,6
713,1,1,0,48.0,1,0,C126,2,0.0,8
714,0,3,0,29.0,0,0,,2,0.0,3
715,0,2,0,52.0,0,0,,2,0.0,4
716,0,3,0,19.0,0,0,F G73,2,0.0,1
717,1,1,1,38.0,0,0,C45,1,2.0,9
718,1,2,1,27.0,0,0,E101,2,2.0,3
719,0,3,0,,0,0,,3,0.0,5
720,0,3,0,33.0,0,0,,2,0.0,1
721,1,2,1,6.0,0,1,,2,2.0,7
722,0,3,0,17.0,1,0,,2,0.0,0
723,0,2,0,34.0,0,0,,2,0.0,4
724,0,2,0,50.0,0,0,,2,0.0,4
725,1,1,0,27.0,1,0,E8,2,0.0,8
726,0,3,0,20.0,0,0,,2,0.0,3
727,1,2,1,30.0,3,0,,2,3.0,5
728,1,3,1,,0,0,,3,2.0,1
729,0,2,0,25.0,1,0,,2,0.0,6
730,0,3,1,25.0,1,0,,2,2.0,2
731,1,1,1,29.0,0,0,B5,2,2.0,9
732,0,3,0,11.0,0,0,,1,0.0,5
733,0,2,0,,0,0,,2,0.0,0
734,0,2,0,23.0,0,0,,2,0.0,4
735,0,2,0,23.0,0,0,,2,0.0,4
736,0,3,0,28.5,0,0,,2,0.0,5
737,0,3,1,48.0,1,3,,2,3.0,7
738,1,1,0,35.0,0,0,B101,1,0.0,9
739,0,3,0,,0,0,,2,0.0,2
740,0,3,0,,0,0,,2,0.0,2
741,1,1,0,,0,0,D45,2,0.0,7
742,0,1,0,36.0,1,0,C46,2,0.0,9
743,1,1,1,21.0,2,2,B57 B59 B63 B66,1,2.0,9
744,0,3,0,24.0,1,0,,2,0.0,5
745,1,3,0,31.0,0,0,,2,0.0,2
746,0,1,0,70.0,1,1,B22,2,4.0,8
747,0,3,0,16.0,1,1,,2,0.0,5
748,1,2,1,30.0,0,0,,2,2.0,4
749,0,1,0,19.0,1,0,D30,2,0.0,8
750,0,3,0,31.0,0,0,,3,0.0,1
751,1,2,1,4.0,1,1,,2,2.0,6
752,1,3,0,6.0,0,1,E121,2,1.0,4
753,0,3,0,33.0,0,0,,2,0.0,3
754,0,3,0,23.0,0,0,,2,0.0,2
755,1,2,1,48.0,1,2,,2,3.0,8
756,1,2,0,0.67,1,1,,2,1.0,5
757,0,3,0,28.0,0,0,,2,0.0,1
758,0,2,0,18.0,0,0,,2,0.0,4
759,0,3,0,34.0,0,0,,2,0.0,2
760,1,1,1,33.0,0,0,B77,2,4.0,9
761,0,3,0,,0,0,,2,0.0,5
762,0,3,0,41.0,0,0,,2,0.0,0
763,1,3,0,20.0,0,0,,1,0.0,0
764,1,1,1,36.0,1,2,B96 B98,2,3.0,9
765,0,3,0,16.0,0,0,,2,0.0,1
766,1,1,1,51.0,1,0,D11,2,3.0,8
767,0,1,0,,0,0,,1,1.0,7
768,0,3,1,30.5,0,0,,3,2.0,1
769,0,3,0,,1,0,,3,0.0,6
770,0,3,0,32.0,0,0,,2,0.0,3
771,0,3,0,24.0,0,0,,2,0.0,3
772,0,3,0,48.0,0,0,,2,0.0,1
773,0,2,1,57.0,0,0,E77,2,3.0,3
774,0,3,0,,0,0,,1,0.0,0
775,1,2,1,54.0,1,3,,2,3.0,6
776,0,3,0,18.0,0,0,,2,0.0,1
777,0,3,0,,0,0,F38,3,0.0,1
778,1,3,1,5.0,0,0,,2,2.0,4
779,0,3,0,,0,0,,3,0.0,1
780,1,1,1,43.0,0,1,B3,2,3.0,9
781,1,3,1,13.0,0,0,,1,2.0,0
782,1,1,1,17.0,1,0,B20,2,3.0,8
783,0,1,0,29.0,0,0,D6,2,0.0,7
784,0,3,0,,1,2,,2,0.0,6
785,0,3,0,25.0,0,0,,2,0.0,0
786,0,3,0,25.0,0,0,,2,0.0,0
787,1,3,1,18.0,0,0,,2,2.0,0
788,0,3,0,8.0,4,1,,3,1.0,7
789,1,3,0,1.0,1,2,,2,1.0,5
790,0,1,0,46.0,0,0,B82 B84,1,0.0,9
791,0,3,0,,0,0,,3,0.0,1
792,0,2,0,16.0,0,0,,2,0.0,6
793,0,3,1,,5,2,,2,2.0,8
794,0,1,0,,0,0,,1,0.0,7
795,0,3,0,25.0,0,0,,2,0.0,2
796,0,2,0,39.0,0,0,,2,0.0,4
797,1,1,1,49.0,0,0,D17,2,1.0,6
798,1,3,1,31.0,0,0,,2,3.0,3
799,0,3,0,30.0,0,0,,1,0.0,0
800,0,3,1,30.0,1,1,,2,3.0,6
801,0,2,0,34.0,0,0,,2,0.0,4
802,1,2,1,31.0,1,1,,2,3.0,6
803,1,1,0,11.0,1,2,B96 B98,2,1.0,9
804,1,3,0,0.42,0,1,,1,1.0,3
805,1,3,0,27.0,0,0,,2,0.0,0
806,0,3,0,31.0,0,0,,2,0.0,1
807,0,1,0,39.0,0,0,A36,2,0.0,0
808,0,3,1,18.0,0,0,,2,2.0,1
809,0,2,0,39.0,0,0,,2,0.0,4
810,1,1,1,33.0,1,0,E8,2,3.0,8
811,0,3,0,26.0,0,0,,2,0.0,2
812,0,3,0,39.0,0,0,,2,0.0,6
813,0,2,0,35.0,0,0,,2,0.0,3
814,0,3,1,6.0,4,2,,2,2.0,7
815,0,3,0,30.5,0,0,,2,0.0,2
816,0,1,0,,0,0,B102,2,0.0,0
817,0,3,1,23.0,0,0,,2,2.0,2
818,0,2,0,31.0,1,1,,1,0.0,7
819,0,3,0,43.0,0,0,,2,0.0,0
820,0,3,0,10.0,3,2,,2,1.0,7
821,1,1,1,52.0,1,1,B69,2,3.0,9
822,1,3,0,27.0,0,0,,2,0.0,3
823,0,1,0,38.0,0,0,,2,4.0,0
824,1,3,1,27.0,0,1,E121,2,3.0,4
825,0,3,0,2.0,4,1,,2,1.0,7
826,0,3,0,,0,0,,3,0.0,0
827,0,3,0,,0,0,,2,0.0,8
828,1,2,0,1.0,0,2,,1,1.0,7
829,1,3,0,,0,0,,3,0.0,1
830,1,1,1,62.0,0,0,B28,2,3.0,9
831,1,3,1,15.0,1,0,,1,3.0,4
832,1,2,0,0.83,1,1,,2,1.0,5
833,0,3,0,,0,0,,1,0.0,0
834,0,3,0,23.0,0,0,,2,0.0,1
835,0,3,0,18.0,0,0,,2,0.0,3
836,1,1,1,39.0,1,1,E49,1,2.0,9
837,0,3,0,21.0,0,0,,2,0.0,3
838,0,3,0,,0,0,,2,0.0,2
839,1,3,0,32.0,0,0,,2,0.0,8
840,1,1,0,,0,0,C47,1,0.0,7
841,0,3,0,20.0,0,0,,2,0.0,2
842,0,2,0,16.0,0,0,,2,0.0,3
843,1,1,1,30.0,0,0,,1,2.0,7
844,0,3,0,34.5,0,0,,1,0.0,0
845,0,3,0,17.0,0,0,,2,0.0,3
846,0,3,0,42.0,0,0,,2,0.0,0
847,0,3,0,,5,2,,2,0.0,8
848,0,3,0,35.0,0,0,,1,0.0,2
849,0,2,0,28.0,0,1,,2,4.0,7
850,1,1,1,,1,0,C92,1,3.0,9
851,0,3,0,4.0,4,2,,2,1.0,7
852,0,3,0,74.0,0,0,,2,0.0,1
853,0,3,1,9.0,1,1,,1,2.0,5
854,1,1,1,16.0,0,1,D28,2,2.0,7
855,0,2,1,44.0,1,0,,2,3.0,6
856,1,3,1,18.0,0,1,,2,3.0,3
857,1,1,1,45.0,1,1,,2,3.0,9
858,1,1,0,51.0,0,0,E17,2,0.0,6
859,1,3,1,24.0,0,3,,1,3.0,5
860,0,3,0,,0,0,,1,0.0,0
861,0,3,0,41.0,2,0,,2,0.0,4
862,0,2,0,21.0,1,0,,2,0.0,4
863,1,1,1,48.0,0,0,D17,2,3.0,6
864,0,3,1,,5,2,,2,2.0,8
865,0,2,0,24.0,0,0,,2,0.0,4
866,1,2,1,42.0,0,0,,2,3.0,4
867,1,2,1,27.0,1,0,,1,2.0,4
868,0,1,0,31.0,0,0,A24,2,0.0,8
869,0,3,0,,0,0,,2,0.0,3
870,1,3,0,4.0,1,1,,2,1.0,4
871,0,3,0,26.0,0,0,,2,0.0,2
872,1,1,1,47.0,1,1,D35,2,3.0,8
873,0,1,0,33.0,0,0,B51 B53 B55,2,0.0,0
874,0,3,0,47.0,0,0,,2,0.0,3
875,1,2,1,28.0,1,0,,1,3.0,6
876,1,3,1,15.0,0,0,,1,2.0,0
877,0,3,0,20.0,0,0,,2,0.0,3
878,0,3,0,19.0,0,0,,2,0.0,2
879,0,3,0,,0,0,,2,0.0,2
880,1,1,1,56.0,0,1,C50,1,3.0,9
881,1,2,1,25.0,0,1,,2,3.0,6
882,0,3,0,33.0,0,0,,2,0.0,2
883,0,3,1,22.0,0,0,,2,2.0,4
884,0,2,0,28.0,0,0,,2,0.0,3
885,0,3,0,25.0,0,0,,2,0.0,0
886,0,3,1,39.0,0,5,,3,3.0,7
887,0,2,0,27.0,0,0,,2,4.0,4
888,1,1,1,19.0,0,0,B42,2,2.0,7
889,0,3,1,,1,2,,2,2.0,6
890,1,1,0,26.0,0,0,C148,1,0.0,7
891,0,3,0,32.0,0,0,,3,0.0,1
